ticker,name,sector,industry,quant_rating,quant_score,val_grade,growth_grade,profit_grade,mom_grade,rev_grade,val_s,growth_s,profit_s,mom_s,rev_s,analyst_label,num_analysts,upside,div_yield,price,market_cap,pe_ttm,pe_fwd,rev_growth,earn_growth,roe,net_margin,mom_3m,mom_6m,mom_12m
CPRX,"Catalyst Pharmaceuticals, Inc.",Healthcare,Biotechnology,Buy,3.602844399653737,B+,C,A,B+,B-,69.17869153458308,34.48849878934625,91.81871345029239,71.22905027932961,54.44444444444444,Strong Buy,7,45.36126549807609,0.0,23.39,2874920704.0,13.922619,7.5075264,0.076,-0.064,0.25486,0.36389,2.5877227310623363,15.50617283950617,
BFH,"Bread Financial Holdings, Inc.",Financial Services,Credit Services,Buy,3.6022053324970384,A,A-,C+,A-,C-,88.59833334506149,83.70949862799614,43.57759068663317,78.0,15.853658536585366,Buy,15,16.568978509628817,1.28,71.66,3267696128.0,6.5383215,6.093916,0.185,7.349,0.16337,0.199,-2.656745052942455,12.823879030797247,
WPC,W. P. Carey Inc.,Real Estate,REIT - Diversified,Buy,3.6019297194116398,C+,A-,B+,B+,B+,36.949126379377546,77.53804461121534,68.8945398036307,71.48760330578513,70.0,Hold,11,1.5305528477927988,5.12,71.81,16169427968.0,34.033176,25.744902,0.088,2.181,0.05709,0.27341998,10.358322284541522,7.83415298749679,
FCFS,"FirstCash Holdings, Inc.",Financial Services,Credit Services,Buy,3.600260195450372,C,B+,B-,A+,A-,26.495190371866766,65.25513819985827,53.82487878640067,98.2,75.60975609756098,None,5,5.472636815920406,0.88,190.95,8427416064.0,25.769232,15.591993,0.198,0.27,0.15257,0.09024,20.581596834955707,29.598976472390206,
NVDA,NVIDIA Corporation,Technology,Semiconductors,Buy,3.5976176132690854,C,A,A,B,B-,25.51738883043229,90.21817526144969,94.25720949172621,60.62830195369287,51.89873417721519,Strong Buy,56,45.433520803756686,0.02,183.14,4451217702912.0,37.451942,16.955194,0.732,0.956,1.01485,0.55603004,-0.3428469702548065,3.380989357297337,
PLMR,"Palomar Holdings, Inc.",Financial Services,Insurance - Property & Casualty,Buy,3.5949180216617105,C,A,B,B+,B+,31.89718144484533,87.18448454451288,63.148940376892185,72.0,69.51219512195121,Buy,6,38.286035058430734,0.0,119.8,3197431296.0,16.731844,10.862686,0.627,0.599,0.23577,0.22497,0.9522220009188453,0.7569373108251787,
PRGS,Progress Software Corporation,Technology,Software - Infrastructure,Buy,3.594509787153802,A-,A-,B,C,A-,79.70998627000549,82.89082221420844,61.04986487987266,33.694996986136225,78.05907172995781,None,6,83.5247968618661,0.0,35.69,1531371136.0,21.5,5.9906874,0.175,21.357,0.15948,0.07479,-19.97757573756661,-17.01929459938716,
SXI,Standex International Corporation,Industrials,Specialty Industrial Machinery,Buy,3.5936042568098743,C,A+,B-,B+,A-,29.53536766247902,95.6572988398784,51.20672885192956,70.78189300411522,79.09836065573771,Strong Buy,5,7.499320361955797,0.53,257.49,3120452352.0,57.475445,24.989325,0.266,6.613,0.10467,0.062030002,5.0577977542416,23.863299329312483,
DVA,DaVita Inc.,Healthcare,Medical Care Facilities,Buy,3.593394883482578,A-,C+,B,A-,B-,81.87683189305952,44.6252017756255,57.1578947368421,84.07821229050279,47.22222222222222,Hold,7,-0.8791977002482687,0.0,153.06,10231907328.0,16.094637,9.371711,0.099,0.065,0.64848,0.05474,28.968654875647882,14.875408052916072,
CIEN,Ciena Corporation,Technology,Communication Equipment,Buy,3.589373833955167,D+,A,C+,A+,A-,8.458936431725219,90.5066714749369,40.09810091437456,97.05350494628232,84.38818565400844,Buy,17,-3.931291749547239,0.0,336.83,47649132544.0,213.18353,40.96537,0.331,2.323,0.08201,0.044699997,51.827807407331996,154.21132075471698,
NATL,NCR Atleos Corporation,Technology,Software - Application,Buy,3.586771445340279,A-,B-,B-,A-,B+,75.07546561972042,51.55517490082943,52.94783992892312,75.7738538453356,65.40084388185655,Hold,3,13.44317309862333,0.0,44.31,3274692352.0,20.705606,7.8286223,0.04,0.975,0.5184,0.03721,16.91292405290332,13.237921774823679,
PMT,PennyMac Mortgage Investment Trust,Real Estate,REIT - Mortgage,Buy,3.5858797993511486,A,A-,C+,C+,A-,90.91066797429835,82.19460079216176,43.3425160697888,38.429752066115704,78.33333333333333,Hold,7,13.774616695059617,13.63,11.74,1021574976.0,11.858585,7.051051,10.676,0.17,0.06685,0.17731,-3.49387106057647,1.2973185050405567,
SR,Spire Inc.,Utilities,Utilities - Regulated Gas,Buy,3.584149620105202,B+,B+,B-,B+,B,69.13734658094683,72.5,46.0,73.72881355932203,57.6271186440678,None,8,5.37711028283272,3.62,91.22,5390790656.0,19.960611,16.013538,0.139,0.149,0.08467,0.11107001,13.123882812530297,21.98323284870478,
GMED,"Globus Medical, Inc.",Healthcare,Medical Devices,Buy,3.5830176512296954,B-,A,B+,B+,C-,53.01487477057009,89.93139628732848,70.87134502923976,74.58100558659217,21.11111111111111,Buy,13,29.342906164950875,0.0,84.51,11430236160.0,21.558674,17.051577,0.257,4.37,0.122930005,0.18301001,-3.7690727696726434,41.747738198640036,
KEX,Kirby Corporation,Industrials,Marine Shipping,Buy,3.581310952006205,B+,A,C+,A-,C,69.19362155774104,90.3292181069959,39.565757798563126,81.89300411522635,28.278688524590162,Strong Buy,6,12.443981966025298,0.0,124.21,6732182016.0,19.622433,15.227319,0.206,,0.10553,0.105399996,10.418705981685505,41.147727272727266,
WBS,Webster Financial Corporation,Financial Services,Banks - Regional,Buy,3.5771150572704427,B-,B+,B-,A,C+,52.16633666693244,71.64495084410038,52.846387330699315,89.80000000000001,44.3089430894309,Hold,13,10.34326951399116,2.36,67.9,10947931136.0,11.508474,9.074265,0.159,0.527,0.10767999,0.37479,6.693917019654094,10.978542226092847,
LLY,Eli Lilly and Company,Healthcare,Drug Manufacturers - General,Buy,3.57427575093019,D+,A-,A+,B+,B-,11.574787128710167,84.67514124293785,95.30409356725146,73.18435754189944,51.66666666666667,Buy,29,24.52606804809414,0.62,977.25,874657087488.0,42.489132,23.29363,0.426,0.514,1.01159,0.31667,-1.485343456140631,29.623768580335085,
AMG,"Affiliated Managers Group, Inc.",Financial Services,Asset Management,Buy,3.5728921512989986,C+,B,B,A-,A-,44.32948668294536,61.338566937432994,62.32151407248428,76.80000000000001,76.82926829268293,Strong Buy,7,45.05997855267536,0.01,270.43,7606900224.0,11.892261,7.0647106,0.062,1.221,0.19931999,0.34544998,-3.276330210339551,14.616713685026617,
GOLD,"Gold.com, Inc.",Financial Services,Capital Markets,Buy,3.5686680314577743,C+,A,C-,A+,N/A,35.89025142423724,91.98240927510949,20.048317643041806,100.0,,None,4,36.39149979566818,1.59,48.94,1377046272.0,101.958336,,1.362,0.704,0.020380002,0.0008,56.54256054704669,97.8959207239514,
O,Realty Income Corporation,Real Estate,REIT - Retail,Buy,3.5664922013510854,C,B+,B,A-,B+,30.359842858833087,72.23785699395455,57.21692448965176,84.29752066115702,74.16666666666667,Hold,20,3.336921420882666,5.01,65.03,60853444608.0,55.581196,37.0402,0.11,0.412,0.02702,0.18370001,16.283836056887257,11.066864539039155,
ADI,"Analog Devices, Inc.",Technology,Semiconductors,Buy,3.565450246999934,C,A,B,A-,B,29.499033999945915,86.9455463397043,64.19131529263689,76.84643477644222,58.64978902953587,Buy,32,25.144416962280737,1.27,307.27,150010494976.0,56.276554,23.770842,0.304,1.167,0.07862,0.23024,9.469080215493308,24.605522078798337,
EPRT,"Essential Properties Realty Trust, Inc.",Real Estate,REIT - Retail,Buy,3.564346962335081,C+,B+,A-,B+,B-,39.70091344471646,73.4677923702314,80.8405735678463,72.72727272727273,47.5,Strong Buy,20,11.599030890369466,3.76,33.02,6948519936.0,25.796875,23.915579,0.252,0.111,0.06523,0.45083,8.288631156957017,12.425293082301136,
LCII,LCI Industries,Consumer Cyclical,Recreational Vehicles,Buy,3.561948708934915,B,A,C+,A-,C+,57.22984746070083,89.26506390748631,40.591400253372086,81.45539906103286,41.78403755868544,None,9,30.814343630908937,3.73,123.33,2984717824.0,16.291943,12.281419,0.161,1.042,0.13701999,0.04567,1.9256198347107345,19.765338286810884,
HCC,"Warrior Met Coal, Inc.",Basic Materials,Coking Coal,Buy,3.559826850166359,C+,A,C,B+,A,37.96076560836353,94.74637681159419,33.78234398782344,67.72260273972603,91.78082191780823,Buy,6,18.154827747832194,0.37,85.34,4486337024.0,79.01851,9.724469,0.294,19.18,0.02694,0.04346,6.3898127691920825,44.36016360161537,
CUBI,"Customers Bancorp, Inc.",Financial Services,Banks - Regional,Buy,3.555873260064291,B+,A,B-,B-,B+,71.00343130721022,91.63713678242381,48.84358941840236,46.400000000000006,66.66666666666666,Buy,10,37.593984962406026,0.0,66.5,2275109632.0,10.623003,7.1457276,0.468,1.774,0.113400005,0.31108,-7.1877200505275685,-2.392481020298576,
CRI,"Carter's, Inc.",Consumer Cyclical,Apparel Retail,Buy,3.55531859107561,B+,B,B-,A-,B-,70.872827558986,61.827449786975045,45.69341977792682,82.3943661971831,50.70422535211267,Hold,6,6.812933025404155,2.89,34.64,1262554112.0,13.6917,9.647789,0.076,0.04,0.10316,0.03167,3.868070719343275,15.965027623314555,
HNI,HNI Corporation,Consumer Cyclical,"Furnishings, Fixtures & Appliances",Buy,3.5519799803479373,B-,A+,C+,B-,A,51.27415398809967,95.75471698113208,38.283180564870705,52.58215962441315,90.61032863849765,Strong Buy,4,77.95353435491843,3.36,40.46,2883624704.0,36.45045,8.313692,0.383,,0.040510003,0.01909,-4.164781318326449,-10.656089061329899,
LEA,Lear Corporation,Consumer Cyclical,Auto Parts,Buy,3.551384044325446,A,B-,C,A-,B+,86.22164521806334,53.189287888009744,26.988598256203893,80.04694835680752,69.95305164319248,Buy,14,23.895979247730214,2.66,115.65,6153285120.0,14.190185,6.8302827,0.048,-0.02,0.10755,0.01878,4.386029679875247,7.370665908102159,
TTMI,"TTM Technologies, Inc.",Technology,Electronic Components,Buy,3.5506953843491216,C+,A-,C+,A,B+,39.438966205344826,83.89379733141003,35.80572317032539,88.01191362620997,66.24472573839662,None,4,30.881378396288927,0.0,90.54,9362282496.0,53.89286,20.164812,0.19,8.283,0.1067,0.06106,16.52510110175531,87.37582899798355,
HFWA,Heritage Financial Corporation,Financial Services,Banks - Regional,Buy,3.544165826247724,B,A-,C+,B+,B+,57.671230196970036,79.80973668429374,37.34463944848219,74.80000000000001,66.26016260162602,None,5,25.149461937026697,3.83,25.09,1031979328.0,12.801021,8.621993,0.202,0.908,0.07566,0.27658,0.3719691000139802,2.8405158793012752,
LMT,Lockheed Martin Corporation,Industrials,Aerospace & Defense,Buy,3.5441187211829073,C,A-,B-,A,B-,32.9052324469028,79.89484459333706,50.123435441159266,93.82716049382717,50.409836065573764,Hold,19,0.7274481871237359,2.08,652.83,151063429120.0,30.364187,20.422829,0.091,1.61,0.76865,0.06685,40.24672170956776,40.47395819310739,
AXIA,AXIA Energia SA,Utilities,Utilities - Renewable,Buy,3.5434326904344435,A-,B-,B-,B-,A+,81.7934930839665,51.666666666666664,46.33333333333333,52.54237288135593,96.61016949152543,Strong Buy,3,13.813783783783794,4.48,11.1,24957978624.0,25.227274,8.43465,-0.113,11.414,0.05455,0.15887,-4.310347974371154,32.59094272768035,
ABBV,AbbVie Inc.,Healthcare,Drug Manufacturers - General,Buy,3.542592514288023,C,B,A-,B,A+,30.29962689055415,57.06214689265536,81.0,62.56983240223464,95.0,Buy,29,10.423783112215457,3.04,225.37,398492237824.0,95.09283,13.982218,0.1,,62.25,0.0691,0.8896366016332813,3.9056642253626483,
INDB,Independent Bank Corp.,Financial Services,Banks - Regional,Buy,3.541165565624283,B-,A-,C+,A-,A-,45.66251729419962,75.32210289120282,38.04522185909631,78.6,80.48780487804879,None,5,19.87213638785297,3.14,75.08,3722260992.0,16.90991,9.049054,0.471,0.292,0.06255,0.25898,-1.0850738548562222,8.865870844704315,
LGND,Ligand Pharmaceuticals Incorporated,Healthcare,Biotechnology,Buy,3.539932519935892,C-,A,B+,A-,C+,20.249484037620036,93.22033898305084,67.25730994152048,84.07821229050279,42.22222222222222,Strong Buy,10,15.613769623605078,0.0,211.48,4217152256.0,34.499184,21.36779,0.394,,0.13471,0.46423,14.916047059057647,26.589251221452102,
INCY,Incyte Corporation,Healthcare,Biotechnology,Buy,3.537898968631362,B,A-,A-,B,C,63.59305869141171,79.7820823244552,77.95906432748538,60.05586592178771,27.77777777777778,Buy,22,18.192687167228062,0.0,92.03,18315302912.0,14.357254,10.605625,0.278,0.436,0.2987,0.25026,-3.299357181210827,6.800512887983978,
PFS,"Provident Financial Services, Inc.",Financial Services,Banks - Regional,Buy,3.534232998579104,A-,B+,B-,A-,C,75.64708508262285,74.5379708880772,53.08187372973676,75.19999999999999,26.01626016260163,None,5,22.549019607843146,4.71,20.4,2666204160.0,9.147982,8.056871,0.152,0.721,0.10715,0.33589,-0.31284995555521666,4.413005328682806,
NEE,"NextEra Energy, Inc.",Utilities,Utilities - Regulated Electric,Buy,3.533701479117026,D,A,B+,A-,B+,6.45899084356127,87.01923076923077,66.66666666666666,80.5084745762712,74.57627118644068,Buy,22,2.236803662923781,2.72,91.73,191121473536.0,27.79697,20.949095,0.207,0.26,0.083739996,0.24934,13.64030986914182,30.371365832178256,
KTB,"Kontoor Brands, Inc.",Consumer Cyclical,Apparel Manufacturing,Buy,3.5312905316697667,B-,A-,A-,C+,B,52.262094193817894,84.0687766281193,79.55227662269915,44.36619718309859,60.093896713615024,Buy,9,39.621319873436775,3.19,66.37,3689748224.0,16.387653,9.467215,0.456,0.147,0.47144002,0.07215,-1.8991634771743593,-19.938169994780797,
GEF,"Greif, Inc.",Consumer Cyclical,Packaging & Containers,Buy,3.5306699529695016,B,B,B-,A-,B+,55.912075678122434,60.030432136335975,53.208137715179966,77.46478873239437,67.13615023474179,Hold,5,19.71936109867145,3.31,66.99,3821983232.0,27.681816,14.283582,-0.022,6.917,,0.25042,1.1397749460552165,10.176491417652645,
ASTH,"Astrana Health, Inc.",Healthcare,Medical Care Facilities,Buy,3.5291170789059643,B+,A,C-,B-,A,66.23824092848278,94.91525423728814,24.783625730994153,49.16201117318436,91.66666666666666,Strong Buy,9,54.360817204301085,0.0,23.25,1166118016.0,50.543476,8.908047,0.429,,0.044899996,0.0070700003,9.877127446404499,-23.469385640979347,
ES,Eversource Energy,Utilities,Utilities - Regulated Electric,Buy,3.5287744758650663,A-,A-,B+,B,C,77.03292421585817,81.53846153846153,66.0,55.93220338983051,28.8135593220339,Buy,13,2.970386559213223,4.26,73.21,27490105344.0,16.054825,14.150825,0.134,4.662,0.10777,0.124919996,10.622250750717498,16.316981915181692,
MOG-A,Moog Inc.,Industrials,Aerospace & Defense,Buy,3.528768371902618,C,A,B-,A,C+,31.48264521968676,87.18179374237442,46.12915525564531,94.23868312757202,44.67213114754098,None,4,5.914224166068283,0.39,306.38,9724304384.0,38.2975,26.664927,0.212,0.382,0.13212,0.06325,28.203764030064637,52.42930714343572,
VTRS,Viatris Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,Buy,3.5285614885411327,A,C,C-,A,A-,88.7493670551765,31.92090395480226,23.239766081871345,91.06145251396649,77.77777777777779,Buy,9,12.318840579710134,3.44,13.8,15894424576.0,,5.187268,0.05,,-0.21080999,-0.2458,19.982318995860915,38.44122383684192,
FHI,"Federated Hermes, Inc.",Financial Services,Asset Management,Buy,3.5259025287006893,B-,B,B+,A,C-,54.55329815841212,62.90183357865852,72.62414776514967,87.6,21.544715447154474,Hold,7,-1.7304509283819547,2.4,56.55,4385274880.0,11.023392,9.868403,0.137,0.336,0.34305,0.22397,10.43787033030692,5.934493910617311,
SCCO,Southern Copper Corporation,Basic Materials,Copper,Buy,3.5258166562740887,D+,A,A+,A,D+,11.706004673398075,91.09299516908212,98.07838660578386,86.9482496194825,8.21917808219178,Underperform,15,-16.652248560035442,2.22,180.56,149154381824.0,34.723076,31.691313,0.39,0.604,0.42749,0.32301998,27.01936744824305,76.6301173423789,
NNN,"NNN REIT, Inc.",Real Estate,REIT - Retail,Buy,3.5257302450719803,B-,B-,A-,A-,C+,51.33661173797604,53.39274546591619,82.52101433919617,77.27272727272728,42.5,Hold,16,0.4588431590656139,5.34,44.95,8537778176.0,21.714977,21.192734,0.091,-0.022,0.088879995,0.42083,14.930177956186096,6.9167863843335065,
CZR,"Caesars Entertainment, Inc.",Consumer Cyclical,Resorts & Casinos,Buy,3.521462236280011,B,B-,C+,A,A-,55.05318716597244,50.0,42.17184589015575,88.73239436619718,76.05633802816901,Buy,19,10.087258007743749,0.0,28.41,5798706176.0,,30.713512,0.042,,-0.10840999,-0.043709997,20.99659520391166,9.69112130671206,
TTC,The Toro Company,Industrials,Tools & Accessories,Buy,3.5203717969660415,C+,B,B,A,B,43.10640293230664,62.262960895010025,58.92700959934825,86.41975308641975,56.9672131147541,Buy,4,16.315789473684216,1.61,95.0,9300944896.0,29.968454,18.693428,0.042,0.327,0.22945999,0.07276,30.20512171125107,20.064371992205167,
BRX,Brixmor Property Group Inc.,Real Estate,REIT - Retail,Buy,3.5186742878896236,B-,B+,B+,A-,C,46.82677720402674,69.51740671252867,73.30931694568059,82.64462809917356,29.166666666666668,Strong Buy,18,6.610912765240817,4.01,29.69,9102650368.0,23.752,27.189888,0.077,0.628,0.12888,0.28159,18.526567625679835,8.103403788481355,
SMP,"Standard Motor Products, Inc.",Consumer Cyclical,Auto Parts,Buy,3.5184675822026126,A-,A-,C+,B,B-,84.06747573764974,80.66037735849056,44.85758998435055,55.164319248826295,48.35680751173709,Strong Buy,3,33.26032311062433,3.61,36.52,808769728.0,10.375,7.4227643,0.122,,0.12031,0.02308,-3.103620889620895,-9.486165946618241,
SUPN,"Supernus Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,Buy,3.516621400540537,C+,A-,C,B+,A+,40.188527447862924,82.48587570621469,30.783625730994153,71.22905027932961,96.11111111111111,Strong Buy,6,25.181668648434407,0.0,50.46,2905573120.0,,11.957346,0.215,,-0.036760002,-0.05362,9.315424971408358,8.144020928021177,
AEIS,"Advanced Energy Industries, Inc.",Industrials,Electrical Equipment & Parts,Buy,3.5165290278805768,D+,B+,B-,A+,A,10.271752915390028,65.66267551750522,52.01208863748349,98.14814814814815,85.24590163934425,Buy,9,8.269930024197247,0.13,305.82,11545009152.0,78.81959,29.085133,0.178,0.01,0.11637,0.0825,38.12812404461623,91.86841352254467,
LTC,"LTC Properties, Inc.",Real Estate,REIT - Healthcare Facilities,Buy,3.515715173986809,B-,A+,B,A-,C-,46.378296318847134,95.6066291432145,55.91438864166137,79.75206611570249,22.5,Hold,7,3.949346656418129,5.84,39.03,1893335936.0,15.488095,22.366762,0.59,4.399,0.11184,0.45793,13.810709117221421,10.26737445995125,
KGS,"Kodiak Gas Services, Inc.",Energy,Oil & Gas Equipment & Services,Buy,3.5087488863798457,C-,B,B-,A,A,16.557554748266824,63.06818181818181,52.799043062200965,93.5064935064935,85.71428571428571,Strong Buy,12,-2.330579576816938,3.46,54.35,4667001344.0,61.067413,21.482214,0.075,0.326,0.06322,0.06156,46.595370877112515,65.00845569049092,
DAR,Darling Ingredients Inc.,Consumer Defensive,Packaged Foods,Buy,3.5080174044123846,C+,B,C-,A+,A+,36.39554235388961,57.36134144094343,21.57456004939796,100.0,97.5609756097561,Strong Buy,13,10.06568436002131,0.0,56.33,8934138880.0,144.43591,14.75434,0.206,-0.446,0.01518,0.010240001,61.08092088555952,76.47243065589669,
PCG,PG&E Corporation,Utilities,Utilities - Regulated Electric,Buy,3.5080154955116964,A,C,C,A-,A-,91.51334502240405,33.23717948717949,33.66666666666667,76.27118644067797,79.66101694915254,Buy,15,23.9623685666851,1.1,18.07,39717277696.0,15.31356,10.019184,0.026,-0.033,0.08207,0.10399,20.20134491648289,15.425968455697658,
OXY,Occidental Petroleum Corporation,Energy,Oil & Gas E&P,Buy,3.5076583387939424,C,A+,C+,B+,B+,32.191058583009045,98.7012987012987,42.142857142857146,69.48051948051948,71.42857142857143,Hold,25,-8.782742681047761,1.87,58.41,57607831552.0,43.266666,25.651836,1.489,,0.05929,0.10772,40.568456960487545,28.266604476111578,
YUM,"Yum! Brands, Inc.",Consumer Cyclical,Restaurants,Buy,3.5064048346043952,C-,B+,A,A-,C+,17.38519301001984,67.63237979306146,89.90274983232729,84.50704225352112,43.66197183098591,Buy,24,8.386974630821653,1.92,158.46,43996868608.0,28.60289,21.213392,0.065,0.277,,0.1898,10.633344814100543,7.244311804301473,
AVGO,Broadcom Inc.,Technology,Semiconductors,Buy,3.5063161359631265,C+,A-,A,C+,A-,39.89462287294655,77.63252794807067,86.56387665198238,41.28284225082438,76.79324894514767,Strong Buy,44,39.23957496205017,0.76,335.97,1592925749248.0,65.61914,19.15967,0.164,1.881,0.33370999,0.36571997,-18.48975897129337,-6.239870874267794,
